ASP,CLS,SENT,PRED,P-1,P0,P+1,T/F
ambience,1,the atmosphere is great ! ! !,1,0.0031592778395861387,0.00187894725240767,0.9949617385864258,True
price,1,"but when you are seated the waitresses are great , they explain everything on the menu , and the price of the food is really cheap for the service you get .",1,0.2325388491153717,0.011281159706413746,0.7561799883842468,True
miscellaneous,-1,it is not consistent .,1,0.2054448276758194,0.13526701927185059,0.6592881679534912,False
ambience,1,there is actually space to breathe and the decor sets the tone for an intimate dinner .,1,0.02175123058259487,0.07755985856056213,0.9006888270378113,True
food,1,all the food was hot tasty .,1,0.014115983620285988,0.016842177137732506,0.9690418839454651,True
miscellaneous,0,took my sister here before attending a show one evening .,0,0.04390944167971611,0.6926892995834351,0.2634012699127197,True
food,1,the food was good .,1,0.06771141290664673,0.1216454952955246,0.8106431365013123,True
miscellaneous,1,this is my favorite italian restaurant in all of new york city .,1,0.004497827496379614,0.06940079480409622,0.9261013865470886,True
miscellaneous,0,"i was n't there for the half-price saturday night special , but tuesday night .",0,0.01680523157119751,0.6164363622665405,0.36675840616226196,True
miscellaneous,-1,i 've never felt more unwelcome than last month at jimmy 's bronx cafe .,-1,0.6044446229934692,0.11276346445083618,0.2827919125556946,True
ambience,1,"great for a romantic evening , or a fun evening with friends ...",1,0.0013590723974630237,0.03804267570376396,0.9605982899665833,True
service,-1,"( food was delivered by a busboy , not waiter ) we got no cheese offered for the pasta , our water and wine glasses remained empty our entire meal , when we would have easily spent another $ 20 on wine .",-1,0.9025667309761047,0.004690812435001135,0.09274246543645859,True
miscellaneous,-1,"if you are a vegetarian , this really is n't a good place to go .",1,0.1092604324221611,0.05875326693058014,0.8319863677024841,False
food,1,"if you 'd like to have a nice light meal with an asian accent , long tan is a good place on the slope .",1,0.10323309153318405,0.03913387656211853,0.8576329946517944,True
miscellaneous,1,i thought i had died and gone to heaven .,1,0.02784048579633236,0.09598548710346222,0.8761740922927856,True
service,-1,we were seated outside and the waiter spilled red wine and hot tea on myself and my date .,-1,0.8512531518936157,0.03374972194433212,0.11499710381031036,True
price,1,i recommend this spot to anyone who enjoys fine cuisine at reasonable prices .,1,0.004643636755645275,0.013693490996956825,0.981662929058075,True
food,0,the dim sum here is only so-so .,0,0.37083178758621216,0.4283887445926666,0.2007794976234436,True
food,1,we could have made a meal of the yummy dumplings from the dumpling menu .,1,0.003882021177560091,0.006599845364689827,0.9895181059837341,True
service,-1,"service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique-seeming teapot , for one ) in the restaurant experience .",1,0.4058566689491272,0.04104023426771164,0.5531030893325806,False
food,1,great value for the quality ingredients .,1,0.007530534639954567,0.003155171638354659,0.9893143177032471,True
food,1,"food was very good , but not what i would consider out of this world .",1,0.16630785167217255,0.03108278289437294,0.8026093244552612,True
food,1,"each bite of food at kai was indeed delicious , fresh , and elegant .",1,0.0017637120326980948,0.0044791204854846,0.9937571287155151,True
miscellaneous,-1,i was wrong .,-1,0.5850672125816345,0.2957039475440979,0.11922889947891235,True
food,1,great pizza for lunch place .,1,0.004922245629131794,0.010858159512281418,0.9842196106910706,True
service,1,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation .,-1,0.6371601223945618,0.09244371205568314,0.2703961431980133,False
service,1,"pizza and garlic knots are great as well , i order from them quite often and the delivery is always super quick !",1,0.0041684480383992195,0.0017915513599291444,0.9940400123596191,True
food,1,succulent steaks cooked precisely to your desired 'doneness ' accompanied by salads and sides that do n't look like leafy road kill .,1,0.0036416295915842056,0.0023532395716756582,0.9940051436424255,True
miscellaneous,1,"however , their popularity has yet to slow down , and i still find myself drawn to their ambiance and delectable reputation .",1,0.13191266357898712,0.0061200326308608055,0.8619673252105713,True
food,-1,the food was lousy - too sweet or too salty and the portions tiny .,-1,0.9822277426719666,0.006653092335909605,0.011119202710688114,True
miscellaneous,0,they are opening two more places as i saw a flyer there one in yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey .,0,0.0011662024771794677,0.73370760679245,0.26512619853019714,True
miscellaneous,-1,no apologies during restaurant week .,-1,0.82596355676651,0.15029941499233246,0.023737067356705666,True
miscellaneous,1,i 'm happy to have nosh in the neighborhood and the food is very comforting .,1,0.003881745506078005,0.00718741025775671,0.988930881023407,True
ambience,1,"great for groups , great for a date , great for early brunch or a nightcap .",1,0.0023756525479257107,0.044963277876377106,0.9526610970497131,True
ambience,-1,prices too high for this cramped and unappealing resturant .,-1,0.9549607038497925,0.005479899235069752,0.03955933824181557,True
food,-1,fish was overdone .,-1,0.9253365397453308,0.021672487258911133,0.052990950644016266,True
miscellaneous,-1,something about them being busy with holiday party 's .,1,0.21229340136051178,0.3630366623401642,0.4246699810028076,False
miscellaneous,1,"we parked on the block of nina 's the place looked nice , with people obviously enjoying their pizzas .",1,0.033303532749414444,0.1314486861228943,0.8352477550506592,True
food,1,"other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !",1,0.34165212512016296,0.006254181731492281,0.6520936489105225,True
miscellaneous,0,were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished .,0,0.006685496307909489,0.8870086073875427,0.10630587488412857,True
miscellaneous,-1,do not try unless you 're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,-1,0.46149706840515137,0.17700593173503876,0.3614969849586487,True
food,1,the shrimp scampi was excellent and the antipasti were plentiful .,1,0.009781289845705032,0.005765765439718962,0.9844529032707214,True
ambience,1,"all the money went into the interior decoration , none of it went to the chefs .",1,0.4394647479057312,0.10336066782474518,0.45717453956604004,True
miscellaneous,1,overall i would recommend it and go back again .,1,0.10382028669118881,0.006694755982607603,0.8894849419593811,True
miscellaneous,1,a hearty two thumbs up !,1,0.009090621955692768,0.09451469033956528,0.8963946104049683,True
price,1,great food and the prices are very reasonable .,1,0.00891029555350542,0.0028645596466958523,0.9882251024246216,True
miscellaneous,1,what a great place .,1,0.02118062973022461,0.055275533348321915,0.9235438704490662,True
price,-1,"this restaurant is not worth the time , effort , or money to say the least .",-1,0.5069094896316528,0.04878263175487518,0.44430792331695557,True
miscellaneous,1,this is a consistently great place to dine for lunch or dinner .,1,0.004654007963836193,0.0182211771607399,0.9771248698234558,True
price,-1,i would go again if i did n't have to pay .,-1,0.5813573598861694,0.06733191013336182,0.35131070017814636,True
food,1,the pizza was really good .,1,0.08926965296268463,0.03599666804075241,0.8747336268424988,True
ambience,1,"the ambience is pretty and nice for conversation , so a casual lunch here would probably be best .",1,0.029101241379976273,0.013050669804215431,0.9578481316566467,True
service,1,the owners and employees are friendly and their pizza is fantastic .,1,0.007980728521943092,0.004161505959928036,0.9878578186035156,True
miscellaneous,-1,i for one will never patronize them again .,1,0.2903638780117035,0.11024552583694458,0.5993905663490295,False
miscellaneous,0,this place is always packed .,1,0.0288969948887825,0.016710108146071434,0.9543929100036621,False
food,1,service was good and food is wonderful .,1,0.006435823161154985,0.004009616561233997,0.9895545244216919,True
service,-1,drawbacks : service is slow and they do n't toast !,-1,0.7623624801635742,0.020017636939883232,0.2176198810338974,True
miscellaneous,0,"i 'm no food critic , but i 'd like to think i have a tiny bit of experience under my belt having lived in ny for the last 11 years .",0,0.0037688075099140406,0.7930682301521301,0.20316296815872192,True
miscellaneous,0,i 've been living in the columbia university area for about 10 years with 3 kids - now in their teens .,0,0.0028420209418982267,0.9534797668457031,0.043678250163793564,True
food,1,"the bagels have an outstanding taste with a terrific texture , both chewy yet not gummy .",1,0.002504991600289941,0.0036352057941257954,0.9938597679138184,True
miscellaneous,-1,you could get a much better dining experience for the same amount of money in a lot of other french bistros .,1,0.351768434047699,0.05464000254869461,0.5935915112495422,False
miscellaneous,0,after the review i treked into brooklyn .,1,0.017298776656389236,0.3919060528278351,0.5907952189445496,False
food,1,the portions are large and the servers always surprise us with a different starter .,1,0.022720113396644592,0.025739939883351326,0.9515399932861328,True
price,1,cheese plate is a varied delight and great bargain at $ 10 .,1,0.002505815587937832,0.004031116608530283,0.9934630393981934,True
miscellaneous,1,this quaint and romantic trattoria is at the top of my manhattan restaurant list .,1,0.017947452142834663,0.02527124248445034,0.9567813277244568,True
